raid_id,ranking,amount,tx_id
1,36,150000,d1be9dea35051c92fc0b3f1d5537a5c8b68846f136b3aa5c065a66dd52d8be42
1,37,150000,5ac1c55a41ec12e5c7b61e5abb845da824dd2e84d8c86cbacc9fab800469b6a1
1,38,150000,c9ee5caba5d3dca98cd7faaaa43e291aa6467213c933fa61552cef2233d2e538
1,39,150000,c81ff137b610a088b21d43f5326620fd1a3c251c3b07e9315a139db3014d3fc0
1,40,150000,61c3b5d45c89b27881953c5b3917e0d5e3d19544655d0483de28bcebcb1816c2
1,41,150000,a81c2fbeaf475d6873ed0dad7f07b682adcbbf0597029cdae3919366d20297ae
1,42,150000,a11bdb21f876cdedd6a86a247c4f9e12f055750dde83f9a8af2f9fde11372eff
1,43,150000,dbc1bc6b348701f4126024ed8ee199a089aee0d6c6d6d2a8e804bdf14af7db99
1,44,150000,d24b377fba7b1a45b61a80b8b7de14a49c8557c4842d36a1d6a1dd61abb029a6
1,45,150000,b98a6227c8c4c416cff4da9f82c68095a8560db68286ee645f056b450c41ee99
1,46,150000,a6158f28d0a919824f675ea16c0d9a9607f776c5c6377944101f18a76cfca769
1,47,150000,cddad7ed99d77cf227d80b7dbfd55b628df662523df25622cca9b81c7f5c34ca
1,48,150000,ae2feb8b78374a01e1fb7a07f78181024430de68412711b6a5c022ab754988ff
1,49,150000,86a4016ad9a03e75d7666dac505e05b561fe4955376e4adfc61bcdc49177cf5b
1,50,150000,1c0359253d62fbf0e48957ac38b5578506b1e06107095da3b9756f314910a787
1,51,150000,df27c36604651e107aa5bd34c5975f2ee49aa73f1615846a4910ca75229c4106
1,52,150000,05402c6c1bc5bd8595d4e07586164d4f78c3100ec65893e03711b8d7d0f90427
1,53,150000,0ea41fe2bab9b176552ccb9f4fae5e6172132c7f433ff15d619e29ffe18f0ef7
1,54,150000,ac50f128313a918fac855595f876fe366292e7adc6b61d337be020995d984637
1,55,150000,d5c93c7ef378794ad7faf3f94067f8db9b883528122a32ba50cc794be9f9c4f5
1,56,150000,4159ecb7a7b382e343449e494241da6820c755fae23e4420e79261bba883df08
1,57,150000,5d22c64eaac390fbf6ab2a975d6590594d78a541ed0a4738f31e37b1a70a2a2c
1,58,150000,edc4f8d037a3185095b16a68accca110b9fbf49dbaf25bf5289223966af772a6
1,59,150000,3e95d5793e83ac38989f10cddf2eea0a5533db329ff27d2bc0167125b0a66025
1,60,150000,4115a5c7bd831c3458d1a686956e29dd032c8a9b8acd29efa06e729c7d215a8e
1,61,150000,817d84c7eecbb8c2943486d19f9d2598655fbfffe27ef42d9342568d3a4f3cac
1,62,150000,c648224d6c3ef048db7c633f9dc648333db1968a595d196bcc3905b8c0743cb9
1,63,150000,5ec553bcad99981286caa7f3883e5afe3f15470989589a00e9cbec372705eb7a
1,64,150000,5bac23a239f9825218dbf55e9f43675123eedc3196c9a13f4c36703c767048ab
1,65,150000,6fd01711e3c685127d1a6427447dc6282f03ad951aa13580bae732eb085ea843
1,66,150000,13d66860bf38212de4b0b599c0080d0493986e17680fb1271bf0676ba7a47356
1,67,150000,5e5b219c8cf472399e8b9133332110eb2785fea775b68411abbb45b33f57cbe9
1,68,150000,449c457c8c5b4cadab4bbae4263311b77e7114cbcfbe635fc799e1cac665c856
1,69,150000,6cef027949ea9d63d98dc7da0c402597a163b7891d1913dd65670a15a4e72802
1,70,150000,1ee07056eef3469d724e5a53f8f88558b2f9c5b914617273820a717ec1205f6a
1,71,150000,a2ea5ca6e2bfb1513b7e5166df394d7f1658aa0746a64410607dab75aafd8d37
1,72,150000,e28e4fdb6ee95afc9cd32dd1123b3cd99463f9a7df48a077031f40a4e9c9a962
1,73,150000,9f405eefd577360a97dc743a4c7b16da02d226edc7a0c765a3be3b64dcd1ea6c
1,74,150000,65625be300a5240f99a80d8d253e6c07f27b8b13199ff9985599950841325281
1,75,150000,c2033139b3067f6e0ac29b618217d4d7f09cfb5205254bd3598ee4e5f96f1b40
1,76,150000,6dded07346926381b1afa1673dd9620941c4e8c496aeecfc26c3b33b39575a5e
1,77,150000,c84b2fb0e703969b33141d5642e5f6dccd0b18c3c90302ce239a5e7843e0be51
1,78,150000,641304699fa98fe42ed1c2f1536692aeb339952b8ad281043c101b455062c3e5
1,79,150000,2aa3bc6cbb1e3b2d82243b64b9e734778c1e1e2974d93cc064d13c56a8b5a847
1,80,150000,3d6f3a2d49adaf78b29ebaeb15bf6b12ac210dc8e5307148e4fd97ed7c9a336c
1,81,150000,6c79743d75f3ea79ea7bce3c55cb2f4570274029b3c811e64c48125b94d2529a
1,82,150000,6959c7451d2708b70e807530cd28d2e28a3c7ef5218bcb665083a930143fbf08
1,83,150000,15d8d5f19b036ecb297bfeed478df73d9a57df657356e9f4cf169a42259f2163
1,84,150000,a771548f4e6838751e28da236c8b20c7438c7963bcbd489abfce6315b7ca6b4c
1,85,150000,2f69babee28b08e1a77abcfbff36d4261dfaa73e5b57a77d27861b132cba1433
1,86,150000,28ad6d11f5ad49c4ceddca5349faddbcf51307c58bcc8ba4b921e90a12e7ebef
1,87,150000,2b3343871694dd414a821cc06f0b451374e9ba3f023bddfbb50eff7a99a1f3d7
1,88,150000,c45b0f0e5437c3a47ddbf56c87b97cff256dc3957144d0c2fb3823aa7f07220d
1,89,150000,b17c86e0b6d0f9061fb22feba3c693ed809e7a53b2fb2c239e38d6a10a381224
1,90,150000,ede767cc7b1ee0df17151e1a8a69a1e4f0fd0106d3c82ff24bfdc4c0891ffaf5
1,91,150000,80b0933aa3b3aeaf6b632be76cf36017766161c18b53b622e0b47b13ceeb6543
1,92,150000,8bf3ed568b32e41765f98c5e5de2cd186b07d5b8cbf54840d74b43faf2c06e17
1,93,150000,f127aaee6f50e03fe1c6f26f0ecb81d293de51f4412c68e84ae10c17e0a0b9a6
1,94,150000,0750f6d7ee67643be9fe1377d9bc1fe40d8d125cbcc60bfd2f0ca2745a3fdcac
1,95,150000,89c2cad26814def5ad0df117d94d85a62c90ec0abc3c6d2b8c089d37900a84a4
1,96,150000,4f1c16864bd82f8a11772b639ffbcd0271d41e2fa57275954c3506da3372d078
1,97,150000,8b93ed05bd67f53fb78a4441e72396e18d73760b8c57d72a9a2599a09cdd161e
1,98,150000,d95b4521ff5d86407eaa2bbcb50b12fe5f75cde080a4ee1c3c8fd04a25777d0c
1,99,150000,1e794190e0a426aa3a4c7160480b9d16d72c3f2734e59b7bfbc617468eec34f8
1,100,150000,63222eef95ca9873ab8bc1d3928e3835ec2c2ea939a09058b7b684a0c64283fb
1,101,150000,44866dae9a7372de9a0ae8576f1821963819c5edb8cf7a780faf22354682ead0
1,102,150000,08801d8a0cef493819241ff4901dcc4b51aa776f3f04fe697ac7a4318ff05b21
1,103,150000,0f9785739801349a034c65d6656d564dc02f2eee28f39cb697d4422ec5d5cc97
1,104,150000,2ca5a74bc1ba973e6eaa9f3e573a1e78f664ff2269d9d02dbfc5b5ab3a5507e9
1,105,150000,895e17fffecb481dd52fe572a0ca51b60832049013a60e0e1f9e210c6cfe1d54
1,106,150000,fab1a3c2e7a018e4faac2fa82f25e7009bf69ed97f84ef7b35d4e013d72d0da7
1,107,150000,6c02f653d85c853581e79061072e1328fd2db32f9ce28fba9d95d9e6509c292f
1,108,150000,a8aeb0afc572756a2ed9491417f8485eb8ebb476c9749571098ed8bc946e5f21
1,109,150000,660c2a7bb825b44cee40ba01df9e3d1621dc0ef75cdaa64c8a41c607ba72325f
1,110,150000,213792e639dd9ec64027eb2e1ae160582037f4c5c6cd47e7108bc1f0112c2c23
1,111,150000,ce9d9643a8863e4e3faa93d0249aebc42131edc86403c7d09aa45535b1d06643
1,112,150000,3fcd09828b61cc3e90b61ca2135c7be8403073f0e9bc3d309f2f0e76d8fd8d27
1,113,150000,8f216191368ef098f85c6f82664df5a952fce7848ecdb8fc55798c82dc904136
1,114,150000,589c55674b3ca80b6688e599e65f36e074c43dc3e4d4c791289ed1e0ce970af5
1,115,150000,872624ddc7b7d57005b17fdacba209da997e175c13e8346a219a8fa99aadc89b
1,116,150000,2bb00f363cca14ccf4dddcdad1c4e4e80231b53b41e14769531c6f60dc43cfcc
1,117,150000,825c20e035421b85c2f404b3c60b42dfdd9d27d98c70be2da83fc3066a4cb674
1,118,150000,207a0eaca70f751d5c2a7600193eb8e104e26923316c7762954d241bbafa92fa
1,119,150000,e1b1693234a0c510bb9852f464eaf286ac19299d8daaf5128d51ed9fc5505140
1,120,150000,95919b94a4e3297be65780030eff05fe526ae558dc90a03a08a8c0e270bc8a02
1,121,150000,029f0326c6f80ff46a38cf8ff0cadd064d410782bf388aa92205f6c19144d376
1,122,150000,5dae0524d00016ff63d14a430937e1859c17449b63ad4e17372e7471d0fa39cd
1,123,150000,c44ad8485fb76ffb546f75061a8e20043866296d9d8752bf3898216618cc5423
1,124,150000,cbba9f302cdc5c295688f4258ebb93fcef73962585648e883a259a522ccd66ff
1,125,150000,66d089877482289432df5140e89b97ce3980b1c10a5d1996718b287e7e789ba0
1,126,150000,3c0cfe1e88067950834b03c7fde19475c5fe8ff7cf02407312610ba6da762dc2
1,127,150000,e58015b720006eb49714c58973c2cd95930cc83755a4b2750068d9bd66251ea7
1,128,150000,0ec966fe5ba6db8da6ee63033633a79416ce9c5fa4b526ff38ad331a5133a1e7
1,129,150000,473afc9cb76d1a907af4dd9c96f82c67b869b6a9ad594b90c48d1dbcd1bf22b8
1,130,150000,f814f767dbb9a16d99d14e3280e247380f7ba2a271743014b2a03d1e4f192560
1,131,150000,a45e3fbbdd64489a3846ed2687ce1111f6d5d0a1f678ada3819fc15af0318055
1,132,150000,ddfdd47c0f81fd2d31231612937f5a65dcebe93d315d2172a68454236c871994
1,133,150000,551ead9bd31448fbddd3c7c53b1177d49cafdf9288f3ae63aaa6093024c4523a
1,134,150000,4c76a418caf08c0cede88810a168ecfacd3a5ea36d384b5999d5d23452b5fcd3
1,135,150000,8393a1d7637b3c3987479e3aef7762de90f44e1ef854fc9c111acd7d42e24e8d
1,136,150000,e8e5557a092ddc49a0155fbf931d71bb7a0234f9ce351a48627bbd03e3a7d5ac
1,137,150000,d9481178cfbd5273061c8ec7e898cd46f6c13cc55ed860559b6ec8893f3369d3
1,138,150000,f0d23c3429feebbedfe9c564ac00b6b031115aee82e13c9e76b77d0366abacf1
1,139,150000,5e1f6bf84d1240022a5551425121c2519454ed4e3383db4a4e798251931cd31f
1,140,150000,a38fb81563882ee0524febb43de7dd601b75933bf2590363ffd11fe6f8d21d74
1,141,150000,069ab042f72fcbbdb7f1a1aa6af240c33db49a5d43332aae388df3f086cf0224
1,142,150000,c02829b5ad491a20a8523123046ac468f35d275c5643da3a06390285adc717ca
1,143,150000,4a27ad435a8c72b015e06c77e4c5b1c83193ed8f7dcec72fa14cec03c8bcb4ec
1,144,150000,b32690d37d5eb104fafeccf54b4c824a61f7ed3b82de99ecd4028f34439a3806
1,145,150000,c65b404204e4399e5a49ae6aec655d18a117a74405692958e15de478582b5256
1,146,150000,7fc6e1c1946f59ce8e0bf3dcf2d6c1f176f7344b81da7bd0ea827ced83099d6e
1,147,150000,cc02d6cb174af5bf190bfcef9a69350e3716824c2ffdd3a161787ad32101844f
1,148,150000,9357e417baee439fc5a9d308c1969d80520566fdf8c90fd2085a3d0bb3bf188b
1,149,150000,31dd9049616e525d6bfd2fd86c3b23b366891344a05a458d05886e8eaaf11dd4
1,150,150000,467262bd0a4e4e944f9aafd71fb97936702c320c7b9526e6c27bc58748cc0c61
1,151,150000,71ee779cbe57715b35da7e1f97d48e245c2d32dee8b14afe0863c5944bb944b5
1,152,150000,5c86f8f45e1a041dd655361a159e7cbd6abf6a6bb15c4b77995d165d1f098515
1,153,150000,c99a38df63d4753cac74d4718e5c69618ff40bd339a9d146d5a63fb9ff19f30c
1,154,150000,6178ac8065cad5f85016ccf3308eaa77cc25e403bef3b848d26d6b0f1d481b0a
1,155,150000,e847d457637d72c93a44dc6cc43a98cc63f14c40a042fdb6cce71cc1d8267d50
1,156,150000,53056e77e19f6f5807118707ebb12ad4f7d166efccb388725001dcef66d0c6de
1,157,150000,c48e1f35a496c17ddb87fc54b29e9854474ede02f32919ad08386a4843db9f37
1,158,150000,4b5aa7a9062a457415be77bff5a46e54a14398cc95cd9cc5592d0b5890d5fcdd
1,159,150000,eaf5106865d8aceb76d40f56600bef965023b0bae14058618ba5424251b46327
1,160,150000,7f0373a588518d18ced55665158402446721b7d735a0dc11b088158c68e850af
1,161,150000,8405c84827211410b23447d65eb3161188fae22ea36146abd48fb3292339cc98
1,162,150000,278d70331a9b375f2a8b2e222e3cf65d70b63db939d6d9b9384026227fd40135
1,163,150000,56259302580a8f1b03fab24118e1bdb5922f4dd01dd4fce20041d155c55c5dc5
1,164,150000,629dd1a2013835affaf9f880a506b0fc7d05ae24a617f7aeee5173e7e8ec1ada
1,165,150000,8767d479cb9848c405cd62e243e320e76b4d3fdc0c11784342c109b7d529ac6e
1,166,150000,7e1ea74e6b5df51bf2f691fd84abe755f111cb8b5bda29a1cead7ce285f56710
1,167,150000,df7adc390c306daf2bb46327fbc9d2ed95526fdd73745ebedfbcc55844231eef
1,168,150000,99295371f8c6d8f2790d735c2f73cc296eabe05b226a0c9114fce4a48b368b84
1,169,150000,a9dff129d93e60cb20b4101ccc38f5a02d91eb0ba44db207aa14f0140fe2728d
1,170,150000,99db1de6ca147f85bfa24d2a90eb675a830575a91b8854c4be64c7cf621f438a
1,171,150000,dd07a43628ea61274ebd8cb018d8867951b7842a4db1af7ea3b1a6776fc6ae3d
1,172,150000,ba437188d74899f178cd56bc150a9935076103345581e06055e546743e9c8c0c
1,173,150000,9f19c1648cf2885c084bbce473b106d488b613805134a660f133b885e6a8600a
1,174,150000,1cbf10e58aefa9563285000cc5b5be2e7d85fa52d59f76f08b27f7b632ac1ec4
1,175,150000,b8e4f57622f8d25fcc83bfbed4ec68d532fc9b6c70d1112203468f40c6d2b406
1,176,150000,747597d5e877043714556f8d53da8983828d44be0f25fb679e58b3c30eaec517
1,177,150000,7caf07eb9485ee2c684cfd21e302e6e7da0a30354b26f0645d2977941a0c554b
1,178,150000,5f4a129622574b05bc9e7e535d30b19693769d84ed02b6de4cf8d075592a2996
1,179,150000,4645913ca8b279c905458cbfed792ab65da429abb451294db936eb7d48a8ef39
1,180,150000,211cc99124911adffd56cd0c05587a8e039a5b5c79c3c853f19c1ede00ca59ef
1,181,150000,80ef2b6c7de5ffcb88132510305494a33e4b3c9408f0cb7127133870f7673ccd
1,182,150000,a162f74b6698801c923dab4ed545004be0b3ebc7a4ac00b51f88c16671e4c80c
1,183,150000,ada1a8d49609056a84f0f7bba1da40eac9f6a27a32df1e257304f65f876ae2a1
1,184,150000,6e372f0e458e388d9144ba1ea33af18ac28b3e81a21d39bc3bc783495e0b2b6e
1,185,150000,93a9c053552a170982fd13f0e3580af019e1e932497e8dc2e7be9aa138ed7597
1,186,150000,e44ae85bf26bd467722dd4133b184cb231951f020943ea6b168ab62eb19d4c5d
1,187,150000,f7431caed9cd6ad14d30d1e8e6a527ad8f15ab8cd51df9532f0fb51203da3cca
1,188,150000,c6bace373e8cc0e06c37ad9efef07a8ce595d5093436e4b73724dc442389532a
1,189,150000,cb180ea8591c11b8d06f64eb1967669b31117a39df3fd490b8f695851cc00e19
1,190,150000,066c1d7d4b2cbfdfb206d696d5cb725e49cec5b2852a840de6b198a1f9351e83
1,191,150000,0aa63ed4a992717e6226c7b5b901e7a8095964446acd7e911d70fe426e4bfe11
1,192,150000,fedf08d15f4463d95b60084a2b5b09a4a343857efc48d2d43b9e67860b5d578f
1,193,150000,6a6e38e7827e3600dca6ab3a17fd05eb8cba06a4f80f00c5de51ebb0eff3a624
1,194,150000,0703df0e630a63b2d75511787dace28244b3d0dc027aaa68c4b06aaedc38eaa3
1,195,150000,4d996fe9907e47565d1e43e471bb978e7d11973f2276bec1a193a035b968bc79
1,196,150000,18f7fc793db2adab914b8f45117b3a516b63391217e133984978e1eecb061e13
1,197,150000,6b3f5fe8da1e23f44135eaafa295fab7942602b6a58f365edf92d3414a833982
1,198,150000,4de28b645b0130e07ae73c90c5d353a9c44fb4af8dc115bb3d39886f53d17274
1,199,150000,28813b5708a10bb8b030178d96093b97b95f3b4f9969de6f123e705c977a7910
1,200,150000,95b60c58affdc104cdfd2d07c194f0347faedf8b3ef664f33e63c16e5ff84caf
1,201,150000,43e580a1677dc4aae89060ae948af3f6170ecf5eb98354b8351f848293bd759d
1,202,150000,48b3fcfa9cdfb364ec7e8ab30bc38e61eacdb6b6daf18b581dea138e8c6bf4bc
1,203,150000,8d712071af030233665a8f5e1d8ab562b62495f3d2455784cba6e960b2ef80fa
1,204,150000,f916e5a661e62e7025233dfd7b936208a396a3ea6905df0866096db844b57a07
1,205,150000,49d5573d9bc4c96c258632031025c8d408b8d58f117e45aa1944871351b5b4c0
1,206,150000,8b13eba05c08626d9a1a50ca6489ef8eb26361c0648698c5c1b6fcddeae8c8a5
1,207,150000,fcb407554a742a17a4a39b18aad1993a5add7a5391e17b8291577a3c1a13d211
1,208,150000,62e1648fd3cc7f7659600df60dc61b4919aeb2f00e9f8d4beb803319db0550ba
1,209,150000,40d2e82a7db9fc69de5aeb2b491492ed5687013580d6dc33316f9d87a6725fd3
1,210,150000,fa500d64cefae1678d1c941ee6495c38d20d792c037023a7c6a667806b01b609
1,211,150000,8a34cdb60126037236d325c9cde6b045e63da45ff74212d5db50d5b591f05d6b
1,212,150000,f60d077ceceeb783ce21e28642ac9bdece18b8a913d9e0b5a5cf4fc25c3746b5
1,213,150000,34d65103170e160c422ced8b8aa221dc90a529edf1846f8ca3f643180dde59e1
1,214,150000,fc0f25faa24743573b57ac578394b8b32e5654adfac1e5096fd8aa162dd546ff
1,215,150000,6b5e7e52e0ae1f09f25659995cb18efc1d4d3201c762e03958d5c8c99a2c8b35
1,216,150000,90ac3d9cbfddf2af52a616a3db8138a3c039e7f2234e42113e84d5d39b9df02d
1,217,150000,0417d26d83bb062f70bb3a69aec0a4afe8f378fafb2701e055e5ab09bb86e47e
1,218,150000,4324edfc5c39f765bcad814b2c3d181099d13dd129e2bc4fe7926e9f1ff5730a
1,219,150000,95c6bce1d55ae1570b040e27dc7595a884430456b83e4553b94134a0d245d8e5
1,220,150000,804f7fff442036104191c4fed7e489243df328869d96353fb89f048c5b7d7d01
1,221,150000,459638a1cb9bdc51758dc8edeadd31c9946be693340a41ac0410964a1a0268b4
1,222,150000,74fa80877adbe0a7a8808c77d6935c7442d03b609b3e5f1fc4c00d5b476ad2c5
1,223,150000,6d11542c05b556a515dc3e7c3d41cf08b1eccd48c9b463fbe26f1522b3661c7b
1,224,150000,e37e55bfd8c4fcc341efdd7d4cad6a6db9d00c1febfc6244044b30cdb69dba51
1,225,150000,1b96dbbe942ba34cc02c59981ef06d7853ae270e12583ada692c1653239267d0
1,226,150000,e541669ed3774f757aa4f97677faa53af5fbf5b7a041b69d48cef82af1de5adf
1,227,150000,b54f649f502127ace972362a05a553b39475a484114a56d041f6eb1a93439835
1,228,150000,88a720990b19d13a611247709104b10456bc48b8d280ccdf50d357a0a12fa9d2
1,229,150000,028bf5e8223e2b95b25085ae3f6fd1584ffe8c13e0026ab1421f0d8e2437f835
1,230,150000,dcb19a44d4bb35186d14aa07a7bcfcc783f3da8aa3bb4f14e03379fc7c549c0a
1,231,150000,09d688bd4a17656703eecd76620028db7036a8caae74be0c8da2666306aa9226
1,232,150000,ba86afd6fbaa11cf6b5976c1c333aa8a7cde3e7530dee5fd46c0685ade442eff
1,233,150000,2e122cc1a6458da391a311898d7e179c98bdef03dbb06301d9fb973b53e4bfba
1,234,150000,1d405d3ef5def2b2b75a74d7ef4da673a3ad4ea97a701e311c50c99166654bed
1,235,150000,884264d125f910a7698954ad37a11c7f3ae8b04259458a23720ce7d98105f948
1,236,150000,0eed2d86ff2ee16a71244570dcb1e9908a04fdaf3032760db4c433aa07211f62
1,237,150000,e22250f26635bb01a8425f66d6860b294693c0addaed84abb11b3c0ede80e355
1,238,150000,7b037d886641ac094fbb1c7baf826ca39fcb53810f45b89833779611849ba714
1,239,150000,03e6c3b11d32cc66c44266d337a8e6781ac76d9417edfd9703e1375d3d427a41
1,240,150000,0b3b98a996e2219a8824a421871731222b55fc8261d51c6ccc0cd80325c285d2
1,241,150000,27e63e4da3c3324c7ae328b673ce456b78775e7638458ad7fcc734375d573985
1,242,150000,06e4aff54fb2784aae456a61fc9fb5a7e3cc808cc095e6a91f2c3b3dab25713a
1,243,150000,332f1466fbab6bfc81780ed3daf433483811aad877c7a9d433387b506aefc066
1,244,150000,9439e19015c151c1bb57f555e7aa4e40c54a70cecd66b16d3ac83d04e9a1a5d8
1,245,150000,a256b8922b61819539b7c2f0c3b9844f2566e51f6c20acc9b3d06ce94235767d
1,246,150000,987730f691a59f8004f5cb987e7e20c2123e12f138dd1defd29dcafc7d7aabf0
1,247,150000,643eae2ac1d3b340b234c75adf921b5f241f78d41073717ea4cf1cb5cba8e7eb
1,248,150000,ef3e03266f50fbe73783c31fe6cfd96b3c0e06249f2b779f263b2f9cd5c6ac6a
1,249,150000,0d49ab8c3ee8ec1caf6e59fe6c85dfd62477330806cde478861bcb8754bb37a5
1,250,150000,ca874d7b17f11f40755f582f44f9fd0a80f29839800c7ce900c533babba89aef
1,251,150000,5a339c2d82367207c45b6b4c07dda8d262fbf3d0f7bc4f3c7bd5fd978c5e6fa1
1,252,150000,2474b5c8ea31a6defbc93dbbcc60607e6373e1734cf2c7b0691f5988909d726a
1,253,150000,e4be15a82d03940642315053fecd00604b22ffa1e161d711be99e87ecd437aeb
1,254,150000,d114f14a00b08db69eacfdb8703e671c777cc05831c54bdbb547ce3d9d662781
1,255,150000,9749d3856c5a66e10410256bd72812070c4459055355f3e094681aa8d544c673
1,256,150000,469a8c5b5cf1db6bfc295e06a42a2c7e92fc39d998be0dc8d1f922f25d453c55
1,257,150000,c6304b26a350ed071f9b6eaa1504e07ea5d04f54c106f232dd9bd6203b2d5d3f
1,258,150000,2b32beaacafbaf279416289f4645c9b6aef3c6ea013a2a68c877b8bc39f006b0
1,259,150000,793d1fffe6549bb24b1fe07f709833a6132765a43e70852629499e76b1023a09
1,260,150000,f4f0923639ec26a9273abd5e23424ceb40dbba224725c84bb0215254d447436f
1,261,150000,52386408f1bb0f855f036eab4ec2842be638b23fe8372c31eac6f09cfddbe978
1,262,150000,b136cea170bc97ec605de5f41e0e6368de97c35fd188c606712bcbf7a40ac1af
1,263,150000,f4c597baedb77d05df78e2c4da2fa4917bc96b17ca543907dcb657ffdd6dfde6
1,264,150000,0599bb28fd325aafca18d6bf770d63ed9db98643744e60d7377fc3f50d30f94c
1,265,150000,e1c22fc7ebf4906f19fb5486feaaf481f44bd2589f80ab3753347f45e12beffb
1,266,150000,3fe8b37e33ff13427b9a5151161d8b043688f5d0a25f80d82ef1db57ac2a22d3
1,267,150000,feb795681740d99b58e0569cc2e2b908e9bc763bc443516e871a6b92337f9d45
1,268,150000,ca949b85be68fe2dd7fdb3301487dca0b56943908d872aa968e88f0ef2b77479
1,269,150000,aa82fee5aaac1939f1c13dd4238042f913c23db66a9bfa3239a6df97baf574a7
1,270,150000,6de551b2877801a03c80768947f7aa2316958a214f73addb3844d5c2e6d567b2
1,271,150000,bd91710280e46f8fdac0d08091c5d9605b551c6a68a18659554232c95468eb32
1,272,150000,fd62a4b46500a24e8668d549df24648efa10e03fff98ab3400bb70d6b5444de1
1,273,150000,4b9c182319b6c3c67eb68649cf13ebdfd347b4f3e760f338468b422197ba1f07
1,274,150000,432e27e5489ce54aca3ebd92272c4bf009268ec0af6faf836e941287c31ee7b0
1,275,150000,47a14c8630b37e3674af0c8169b46cb3ee183a30f1ad0710636b87269c166abf
1,276,150000,a1e70a7ce728677b3deee6c638ee511a6c4341a482099c8e815cf08505f032c8
1,277,150000,2cb7f4c31115b35e0de417dc5e8eb629c32e0f47da51e481f973270ceb5732a4
1,278,150000,b8f1c9917381267cfa48394350b3c10a6ef6339727269f7e39b65cc14c49c462
1,279,150000,7101a5d847aad095c5c560c5469159ce1460a6a4fec45308c493f78388f7ab87
1,280,150000,7ded779ac596035c6ac756750c54f5e7b474226d37a0a97933791d2177da51ab
1,281,150000,fdd6e2ce2f01a2ceffdb0f15dbada9479644810a6b364b492c43bd2980b536db
