nonce,tx_id,b_id
142364,e752d4d3995c1e3b4c941cb9a3166352d3584c3bb8b262ba389cb288d7964d3c,137
147136,9512b883439b6ee50e3b68a324f28f1f7a323f77b55b309c2f2b8b6e678dc7b5,4093
142367,0599bb28fd325aafca18d6bf770d63ed9db98643744e60d7377fc3f50d30f94c,141
142370,27e63e4da3c3324c7ae328b673ce456b78775e7638458ad7fcc734375d573985,145
142373,83e471d0bb2f67e908acdd1068a2fbd5814f7417ff8927d6b658eae18601e4c8,149
142375,4999851ab22b41f32cf56364210509d9afa115618f514d1c69336a31f9305a00,153
142378,e8162efb4f4e718d7606e841d94eee07e8b37b568b4e943b37d406d11cc5d23b,157
142380,d1be9dea35051c92fc0b3f1d5537a5c8b68846f136b3aa5c065a66dd52d8be42,161
142383,7a64486f9b043ac0ecbfef386e5828db84bcb42faf7cce395cd8744e15ca5537,165
142385,2aa3bc6cbb1e3b2d82243b64b9e734778c1e1e2974d93cc064d13c56a8b5a847,169
142387,eec5fa0a7ca1f7357d1182d0a37886a007a162d372779f89da5e794f2b2b9229,173
142390,6ff4eeb88fe74d453d0a884b4962f4d03e5d964a327e2d7bcbc181bc80557a40,177
145507,9073370fbbed0b1507e438ba1876470606027b38f864fc626a59c731aa0ee1b4,3769
145515,f83e124865dab2497ffec20a3d06f4e20f8ac554530c3a61bdcdf237c5745b99,3777
146983,589c55674b3ca80b6688e599e65f36e074c43dc3e4d4c791289ed1e0ce970af5,1241
145523,c429ea047b4f88451c1647ecdfcae175e4c850f1ede690cbcc0040fbc6e5f2e4,3789
145761,cb180ea8591c11b8d06f64eb1967669b31117a39df3fd490b8f695851cc00e19,217
142393,2a1619a6e439519125514285ce5122dfa4a0ee3dcd98ab5647951fdac9e8d6a8,181
142395,f4755c2d9d354b9ce489b12157561be227f9b7b2d414cc2a2a796e23a2172312,185
142398,99295371f8c6d8f2790d735c2f73cc296eabe05b226a0c9114fce4a48b368b84,189
142414,92e56ff33da42796c8e1351b577a9c41ed22b60a5cafde8d704c391404b6b400,213
143103,e1b605c75e0a8ebe33e0f8a04a5a764ea8704235884826a8532529f0ac35cd8d,1229
143162,63ce67fb84f9d4f46b0a54be96474dc69463bf425d8ec82696495b88dec44a6c,1313
143259,4a2b5841c14af09c3b24bc5ab5a2ae019990f9a1abe0b3a46621b1ed1b9a90bb,1441
143336,345f8dd0146e1af8995fb382273034d72ad72d2018177a25a85e7fc18f00c67f,1549
143421,16e6b7e0f52d96364639259d27cacd6a8272ecdf9140681f6c5a060bf84b74d5,1665
147141,da3f0500a8cd79d94b76cb3ef56ca4034cc52be2e040d840de31e0adf684a0ab,4097
145755,323450bf9e23ade564ef6c3d1e8d564aebecfa47f5658bf9001059127d97c70e,201
168773,a300f3579ab0e1c85cbcbd12ebd3a4a0c928cac722ce9652c113b4d6fccf12ac,7310
142405,e319665f07b811137b332799b26e9564a3965c9af67148d5b9ba787b74fd3a14,197
143105,4228c3dd51c703ab14424860ce54defeb08325f9f17168018f3596629f4c4070,1233
143167,2b0de031eb48b442354ec68a5f1c292489e6807d9613b62668e48365dee0d1f4,1317
143262,29ad5982b32c66fcdd5d3125250714905c086616e57361cdb5ee0bc44e8407be,1445
143342,c18ebdf74e9b36e1f30d8550b4c9b55a409b92c78e6605ee0222c61f3f3bd736,1561
143348,bbb443908f18d36241be455dd4c4be0169db2b5c4d3ec5980598cd2fd99c5c5c,1569
143424,ede767cc7b1ee0df17151e1a8a69a1e4f0fd0106d3c82ff24bfdc4c0891ffaf5,1669
143546,4364e618c710dc229ed51a60359a857efdbb6a4caa4f29228c54e90ac2247961,1833
143610,213792e639dd9ec64027eb2e1ae160582037f4c5c6cd47e7108bc1f0112c2c23,1905
143636,8d517dc7fa5e00e69151ff078300d7c2e5f8fdcd33453e4c907fa3d1f7c1b929,1941
143643,8cffdd707f3b2bc9f6c82b5ba9ff2108aa8434f539d16ae4d838d83ce603fe81,1953
143662,905fe560b16377c2a68458ae2a69ec3be3d2c5d47d00019154784bcc63e8a258,1981
143712,6fffffb593ef348b5610972a071dc4c2a26872e7ac02dbcb4891ad365b836550,2053
145540,40d2e82a7db9fc69de5aeb2b491492ed5687013580d6dc33316f9d87a6725fd3,3805
145545,6e372f0e458e388d9144ba1ea33af18ac28b3e81a21d39bc3bc783495e0b2b6e,3809
142418,2f258a6ed17cbf3959cb43a00e6f720548437e4c6445f66a17ef28eefc9028e4,221
142420,7df4befbb1e36b99d941e24d8dbd838782ee4eb8de3eace1e7e6245e95a86b24,225
142422,6f3213a0ba8b0f2c5b09d8647f61bcd3054b688c3392a825103ba4d393c7117b,229
142425,ebdd8ff1e76d81a6c8328463c24b525c99ebcc12a5e282ed74e19bcc7464ff02,233
142428,01f90f73336e39d049127364e033a77250dfa1300e8c00b0775234085cef1a32,237
142431,e508b55b962f4610f4068386478aa277127bf73444b65e6131054a3c6e1196ea,241
142433,65c6aaf5dea861965ba9485d64a4f7b9d34fa40bfa3a5adeb596b3491d044586,245
142436,0ca870235cf496f610ea6df6ec02428e42611edb3dd2a43a8517665015aad786,249
142438,e6cc1afff39ee7df05f89ce8900cea7a8573fc1b70689eb03268b26b7310cf6c,253
142441,7ded779ac596035c6ac756750c54f5e7b474226d37a0a97933791d2177da51ab,257
142446,42a8123db8a32f9260ccf2289abb4d1cf6b42597bca36882d2fcd83902753b6a,265
142450,c4afda021e7d57f1ba433185c5d602b64a4131d684004c952b1d2d571700a071,269
142452,258822a20f5a6e2fe6b28295828fa47819dbac152ae1ab8d02957688d02f4001,273
142455,643cef8094dc0e492b3d285431fd0385f25aa3bbac77f09c0d0124abd20b8089,277
142458,eb33a3559eb8a3f67fd9b38163b9fd58044748e84ca6030fdd284c372d2a9587,281
142460,15240e7129e06a52705a280b926ec4851848185bd3292f4b6622c3f64938b27d,285
142462,ae2feb8b78374a01e1fb7a07f78181024430de68412711b6a5c022ab754988ff,289
142465,8adf673741b11964e0422b398c63229f7f3183a8066e33c28547b0b327004aba,293
142469,9855a08162fdbd3d45c0984f32a0b9bc68217d52a29355f7a0ddd970ea025308,301
142472,862f0ee7971318d101b77c61b387e223202e56a5d2e63ffe4c57afc693eb3a8c,305
142475,8871d83313f872f5f917a069028f0a02021e20d00cd50c6117bd473b36b22e4f,309
142477,268fea72b30a80b78f8ba68da9a32564ce8be6113474cc0772171e8cf3f2c79d,313
142479,710c6126f0a0bfa23eedaa74aea9011183f7cd41b8e2649fb5c3d683835ebf43,317
145574,ef1ecf5a7aba83c5a2d539240706457a8bef6ee36cfcf11a8cf6bd3afb5fb975,3833
142481,6959c7451d2708b70e807530cd28d2e28a3c7ef5218bcb665083a930143fbf08,321
142483,f36067ce2a38dbedb0e9f8422236636406b0e11e7067aee94ecd40793644f48e,325
142486,d875a04d95b0f1d7475dd5d2249734fb0425101f7eaf4cb83f11b9fb78e3637d,329
142489,34381a6e749e5421299c3c03ec5578f891c59be01167076d944475f46672e436,333
142492,145a52943eaa54581f6ab238f9a516597837ea7db0e41bca18de2cbfe9d24c34,337
143108,5fffe7846255838136c916dc98389bcd7f5b898efa24d09397bd239f61961e77,1237
143171,9749d3856c5a66e10410256bd72812070c4459055355f3e094681aa8d544c673,1325
143184,e9d685c0fedbd3869e491951fa7d389cbd281c93a4497074747356a297860e20,1341
143188,8b58bc18ae1ec11b604503149c2497f02189d1820c5edf026d918fcab4ca385a,1345
143266,1cbf10e58aefa9563285000cc5b5be2e7d85fa52d59f76f08b27f7b632ac1ec4,1449
143273,15968408a5e8057355ff4198a373bfbd40af9162a3c848340bd33354a3ed763a,1457
143351,3c55b949e345b21df16cef91a621c8b471f5be3781601ea2c3ab03e3b530cc9b,1577
143430,6d611197c689c95ad2637aa6544f11d53184a9320da9787d853ebfc9af08d762,1677
143432,666d254af12606d13563c6e3f32f46ee51e4d4cc31ba50efea623f06a30cf1f7,1681
143456,ff2f687123f1492b835ec93f7b6edc996a54fa9cbe2229549c9cd7cfddf0dba3,1705
143549,8907777d5309b7f6c6410141930f303372e2c28e485c36737fac60cd60ccd60d,1837
143612,3d9b593d7eea34fbaf5bd65955b85ebbc4646a1c648801bfa6e0be1662eb90ff,1909
143624,197db6cd2bd53aef4c8d057f778ae1fef940a26f960a7e1423be673fd0bfa043,1925
143656,a67f43ef2151c8378e88a07fc095abac116a9846c7a2cd0a1689a7331cda0a2a,1973
168776,77c9b573d0d170d1c9b3ded731b76fe273ef376221fec6a628776bafd0b9e538,7314
147202,78d8dd92b92b2de385095b4dd383a7696d50434dec4d2f6e52db43a3d40990fe,4101
145824,c1bac2141015b0bdd259cd94e13cb984dff4d617023988cafa447a56231fafa6,397
142499,3d0f601e9a58fc6f816930cdb5be87ea9f13221151323559d8f3ceab04aad6c5,345
142502,6e18659967a2a411ae3af696f12a296671ac4652f367f05fb535936d1593700c,349
142504,ac50f128313a918fac855595f876fe366292e7adc6b61d337be020995d984637,353
151010,034e83abf9b7ec6270adf7b70744b718e0293cd7fd38941bfb119e6b913d0c1f,4817
142506,9f4e24864928cbb9468fcc634ddb04b67090587686f391ecda1ede888306e294,357
142510,be1453f95273c85c1e7acebe30fdba6ad0bffc2efd7bf1f0f50be85e8374b584,365
142512,96106b0bcdeff98bc92799794c1b4d5a02b9dff6face1e4fed255ecf2b258b99,369
142514,f78c37767ff50aa0ece977eb37831ed1f324c1d01d6fa2659f13cff0c05f01cb,373
142517,6b380426e80533744f40201acd02dd89c00c81fbebffef0e9d537d2d20878ffe,377
142519,334c82945923b16e505d07419021cefc4847a423fe4223edcce316751bb2de40,381
142521,e9284614c796915bba6915c926dc074c4407aeb1d04556d9ce52c2b3c5ec6a1a,385
142523,b6784342136dc2848ecd967204cc4f7614e930ee916fdc1b4cf7488d7bc3ab71,389
193596,ec0ea0f0154c1cbcee19fcc124f41f16c757b93b88b11a7ff7cad61c4b967c9a,9089
142535,a7867eb05fe408d48bb056dc23e85a0e1dd6b57f78afcdedd6690a78df02c434,409
143112,51538590a4a01ec64b264b68fe642fc841848d18f236a8b166fa455fbf86f4b1,1245
143175,c45b0f0e5437c3a47ddbf56c87b97cff256dc3957144d0c2fb3823aa7f07220d,1329
143270,dd07a43628ea61274ebd8cb018d8867951b7842a4db1af7ea3b1a6776fc6ae3d,1453
143353,bea7eda1387e5cb57c303b61c0e17fc306b69e681e06740ee13ece6d7aa3b8d7,1581
143437,80a0fec5f00c68078ac015b81d9f466af1c4e961cb6863b734ac6d8222e5ec0a,1685
143441,ea4a36e2a565f1552ac9037a0a107a1aebc80396b7de23aab384c53afb61a363,1689
143449,c523fd43e19aa8c13cee2e2510f3b10b57447e729394494e14eabd20480ce724,1701
143458,5e25ab667d0caafe3a7d9ffbca36a49f10739a648affad09804322262ff6f3a2,1709
143554,d95b4521ff5d86407eaa2bbcb50b12fe5f75cde080a4ee1c3c8fd04a25777d0c,1845
143615,bc300dd8212f350f4ecd4f167e6e8cb56c930300f8e6ba53ebb0e619003c5a92,1913
145578,cb04595f56db5bd81f41bacaacef0ba715df9513a76750fff8cc31b7c81421b3,3837
143639,99419b489cb2f97ccfc5aabe2ec257218b81193556a892a93d8e8a0e74ac6956,1945
143646,34e9eee346551e85218a454eaca371fb98769029a4675e165463e6c4b6413535,1957
143650,d93ff0b92e5b624ae477cc5401baff07a22ae4186b244160b27d4c35f7a93350,1965
143669,488189d772d7f1c7a9dfbe07139e519bfa54c1e6c8b8d1b23df2c7a1da4ba85c,1989
150700,1c86e99a8ca527fc315c9d6886aa1d36e314e53b8c88c3986df1d8d18d9a8b57,3973
145834,4827de104a50148d25db65ccbf6a15209ff13e1a08e30d92cc91179bacd71121,433
142533,d8ab538a8b9c22b193b76940889192df3278128ae6f225f4dcb24adeec855a0b,405
142537,9489d13b358b29ecd763e1b82de2ddae4c5cd818d343471da5161a6ad14b34b9,413
142539,3efea21fe853214de8946defefd1e3f38583650010644c646ef7ebfeaebaecec,417
142541,ddf7e12a211026573aee274e0437eafeed688b60610738f15ac6f1c6e61b0eb1,421
142543,7da6cd440a25101c0d34b929a5cc28be962150da28090aed44e0bf4834fff068,425
142546,4c76a418caf08c0cede88810a168ecfacd3a5ea36d384b5999d5d23452b5fcd3,429
142550,c261ce63de665705fc9c041e5126f119c99ee450af41cc9a5d8ca7074de6b50c,437
142552,432e27e5489ce54aca3ebd92272c4bf009268ec0af6faf836e941287c31ee7b0,441
142554,feb795681740d99b58e0569cc2e2b908e9bc763bc443516e871a6b92337f9d45,445
142556,c0e202a71483021f0a898686cb1a65c2fb5124c789791b0f03c127267b2896e3,449
142559,bb9209e73e7cbee023483ea321183aeaa9755c00be2304f7ceaf0793a50d0efe,453
142561,edc4f8d037a3185095b16a68accca110b9fbf49dbaf25bf5289223966af772a6,457
147263,d5ffcb81565e44e610a2b522a2c574a65144f8363b6615c273882697f2df5d21,4109
142564,f82a9964899a6f88f4e34bdd18edc0985d4840f2bd52739c6f29bf45522e350c,461
147228,e1ad7b4bac1b4af55e7c941038ce3fc37a7c8077b9679e5083fa6b300a73be64,4105
142569,e961dbd197d9918fafa71211c61cd1cd805aa3eef0c120ac31084100680e4ed3,469
143115,f3e1585bcaef7eaf340cd9758e39a891db7c2a5b8fc323ccdb593d87c60990ab,1249
143177,ccf52cfa445b2e418b0881450842e14cb0eb9c8356d9eda29a735d10e6e2094d,1333
143276,82e7aeaa9eb7272237ceff9205d33f6cf1982c3f03c7b9f365b260a3077a5113,1461
143279,e58015b720006eb49714c58973c2cd95930cc83755a4b2750068d9bd66251ea7,1469
143359,6288a26bbf3a41420cbd60c350bc1d0fee186a88cb1069822e5f60ff1aef22dc,1585
143444,9abe02da11a9f5c88e0fd30b2aa12f3f2876aa93b53461983e7baa3e0e5c9c1a,1693
143446,3f50ef026e1d7ad1ddf5b1142c7ea109028aa71c1a6cd77265ccf6b9ae392cba,1697
143466,4fdbce5d795acb517c5bb907dc13652f0a244b80325aee6fb01733355074631c,1721
143564,e49b8153e12c971d448bc71e291db1a9d67c4eb56f809e9e23d970ebe5e353f1,1849
143618,fe361f5acd5c98c217effa4540e384389114e91e79734e4d572d6acfe5331b62,1917
143622,b17c86e0b6d0f9061fb22feba3c693ed809e7a53b2fb2c239e38d6a10a381224,1921
143632,03b6e718a1fef4a9b04c9d2cca263999cbc97cf72b9d4c52b176450212d38ac4,1937
143641,b6567a13745af6157dcbb29e7dcecf6ea4f08f7ad677d215d189300b96fae479,1949
143749,a8b8c77e601e1c9d50ea23ac8babbc09b73929275075782e1553a291d98c4c04,2105
146135,52669a7db8750ad4442dacbf39ebe21a8ebba07cc0f43d9dbe9603a1ee8c20ea,1465
146236,ca874d7b17f11f40755f582f44f9fd0a80f29839800c7ce900c533babba89aef,1853
142571,36b7c40f92f9184f2f70f38c6fd884ecee04d34011474d935bb221664771ca6e,473
142573,a72c70e62dc73c7ccf18bef1919fce1c44e42b34bea1a9f0866f68c73e4a0640,477
142578,32850394b86a59048176c4fd84b50bca6f16dd9fcf7d7a3575fc8f9a77abf0e5,485
143117,e18aa64e4bff4a8f989c16ca68a5401f10a7c30a093cb597f8bf6a45ef6fa804,1253
143181,cd71779c1cedeab034d13213608c80121fd74f2f215954ec3c7b52dde16584df,1337
143362,f40323b18c3c27e64471d077e9ddc9d4d007eba193040534a7f06334b7bcc573,1589
143463,1403b5463224bbb4a00448d7109c5c877354c58e6a3a99a282b720566c5ce7f5,1717
143568,80b0933aa3b3aeaf6b632be76cf36017766161c18b53b622e0b47b13ceeb6543,1857
143628,817bbdb8991720fa7bfd32f3025f80ff0f41834426346ec0bad2050f6be304d8,1929
143647,96b13d692f1fa03e7b82ae6300aefa8381772eb4cd47f4590125ef798ed7f60d,1961
143675,7c75a15b635eba786bdd63ec0b344c15936971728f4f49bac4a482c115a9947f,1997
142583,87efa7319d2ea253cb1bf43420d42ce29d72e1b7eb3d8e5087cdadd8640f543b,493
142584,13d42080896973772a17acacbb4f623004146589c7413c54136f7643baa6054f,497
142586,b98a6227c8c4c416cff4da9f82c68095a8560db68286ee645f056b450c41ee99,501
142589,05402c6c1bc5bd8595d4e07586164d4f78c3100ec65893e03711b8d7d0f90427,505
142592,a51b96fe4f4edda5c6533160187c2bbb78966b3f46485b6a90c82190e4670e9d,509
142595,87ec36959094a390e84e6b4f215f220f4cde2837bed9865940e2386f0115db2e,513
142598,8cc70089367dfa045fe661ede69a782323c093f1854068346b2268ec1a40b67f,517
142601,de9bf4de7f7b2da2458dacb2db1e79b3b7671386bb5c0d2b5ed13f7575d17e96,521
142605,5ec553bcad99981286caa7f3883e5afe3f15470989589a00e9cbec372705eb7a,525
142607,ecf62b61556cd30520dfc2b7648e1ba1e153ecea72cf53c73f06c2628c92ceea,529
142610,76026940d864f65b85d95cfb88ac8e59d3ae49e55c3b792f909f8fb9f2592db6,533
142613,e8e9d8c448a6a89b727a4c652e106a2463ada6635fdfd7b6b8d510a836473dd5,537
142618,48dbceb19cdf299cf1665240ee5ab2bec4bdb6ef17bb4c307825a07ea4a4e9f7,545
168619,5641c86abd3f6974a742648607f67006acfb0299f0071e4f4b7c2a7f54d55040,4825
150704,e012755bda7fc73e3f4d386b3806fb2b28650863db610760015cdc72e336dfe4,3977
168780,cd9ce41ad87b029ff54fe4cf36f575efdb5cc2367e566f6c06e68ce10e41e62a,7322
145587,53e9a3160e4bed05375a1c0249f20d497e737020a5438c73832f7d8925c83c9d,3845
142621,0b6eb63783e7d75f5e7f23d3a1e1e6d4ca54a452a8ecd19bb77a4ca23f94ce6e,549
142625,0879c74219583349c962adfb9711dfdab93123168b670462c514dbd49ea50ee7,553
142628,18e89e993f3c1f6599a4ef21d6897b2674cde42cbfdb50665ff454221196d901,557
142631,9b188c3e5fc161c3aecddc63a8167851a097ec25ae475dabbdadbe109a73b53d,561
146960,469a8c5b5cf1db6bfc295e06a42a2c7e92fc39d998be0dc8d1f922f25d453c55,565
142635,9df9bbf549a9cdf94f324f89a91abb36fa25d935743ee87c022b41138076a6f8,569
142637,207a0eaca70f751d5c2a7600193eb8e104e26923316c7762954d241bbafa92fa,573
142640,b1162918d8db6d24c06acd4441f2dc63dd9a9e0c642da58cff8fb5e30ab5e0d0,577
142642,8b13eba05c08626d9a1a50ca6489ef8eb26361c0648698c5c1b6fcddeae8c8a5,581
142645,37c0a94812e36a48b8cd1d5caf600b78764e0bfb02f64c53a76da3e691072c73,585
142647,422a2bbb7cc96baed350aa0ea0743f1c8794e4c95672791a583b74b28d8e74f7,589
142649,4645913ca8b279c905458cbfed792ab65da429abb451294db936eb7d48a8ef39,593
145631,742329e168ea8c2c30372fa14b0c456388a48202b6a02e0f599a233c45f7ad11,3909
142654,071bf5a6802ba24ee1eb27c3f779338cd3ec046fd0ed4a59c4d167b09a9f8000,601
142656,a515daac3b9baa2f7697e3d7f824991f27976e2aa657e0241121e901a8682488,605
147736,534208655ae79007c56fca6bfb297c219eb4f1ca5a1c5f4c743b29deac84312a,4133
145588,f4f0923639ec26a9273abd5e23424ceb40dbba224725c84bb0215254d447436f,3849
142659,b7ee78d29ad4ca358d4a34c3521daed48b1c3e848e6ffc7ade7c9277972fe5ab,609
142661,04e32c528b351064ecce300e75287e484946f59b2ae724d64510448349256327,613
142664,03e6c3b11d32cc66c44266d337a8e6781ac76d9417edfd9703e1375d3d427a41,617
142666,087445f597ff03d3ff4657ab12cac049dc42d15e37c9ec78eeeb2f6a4dcf5d89,621
142668,119d324e7ae12a60076e83053bb96733a33bc14091cb71cbbd311993c2020471,625
142671,63bef88696e046f90a9da3c863d2e058bfdced5d5159cd0d1adbd80274b0ca31,629
142673,f9d127045786ffac58131b4ba06a32e9230c68d275112dd07b433829b0b05814,633
142677,4b5aa7a9062a457415be77bff5a46e54a14398cc95cd9cc5592d0b5890d5fcdd,637
142679,60aa56fdcc7fd1aab9ee592fb8597701804a8eee02a1c0d92669fd06471a5abf,641
142681,1d17d1df0ed712ff88552ee7debe06a035cb159ffcf5c4ec95fd0bfc5165f2a0,645
142684,8c18b9f9454bb05fc66f637b533f27d0d612ac018e0d5cd3582e254cb6b6759c,649
142687,2b1684c04b6adca01b2e429697da63e7491a0ea3cdd21447164cc95ed39ac80a,653
142689,43cbe0029dd23e50e1d43b06b680bb39162d67d88fc0d94f269b37c240202d6d,657
142692,b861c0573ac64c2a285811ad170afb9123b95de5c02026f6714f58d940955bd6,661
142694,bfbe05abe1791a161b3cf491df966c0fdd6b788d831de0e95e51c07255cb41b3,665
145912,2e5688421c97d234c31188b28b63d05a30602dc407b51da01f3ea2ad5f0dafc5,679
142697,e807450d3cc20d2ffdf0fd1d24e7ba7f57ab31fea8d2afd16eb8da8121223d00,669
142699,f7ccc6f1e04b884d686b3fe068a6bff204b0c1d12f9a946a4dfe9b7699cd1e83,673
142701,5bac23a239f9825218dbf55e9f43675123eedc3196c9a13f4c36703c767048ab,677
142705,aa5667a12f816a5f64fc71ecfddabb02122d87fd136a942848ae6ece6f0fd086,685
142708,563fb1d2b9bc97cc7e48308a3ea769fa41fccded005627efa8512dd2a5f5beef,689
142710,a365783533cbf136df2f5c6c1970ebc6728018526961e9f51829f1b7e3f7a1c6,693
142712,8417e35da7abdb182ef30b49a4d4691ec9798fcec7b9994a3e2defc5a936f28f,697
142715,48a26696f46f21df5712915f0a3888b5eb834a12717885a326ba9aa42ae72731,701
142717,3b8d12ba8e45d1ccabba8a3578ee165a4dede4cc909b8ae68f1b46e8c0d26b55,705
142719,829a820a47206cf8694440833c97ff4914010e10e7c056bc2843958bcb70ca26,709
142722,c5deb865638bd3fe17dc511007512787387a2b9e5b7733463b790f50ec01a3fa,713
142725,d24b377fba7b1a45b61a80b8b7de14a49c8557c4842d36a1d6a1dd61abb029a6,717
142727,91ac6336b69c296e5e6274a217266d100334cfffbf169c4221a6e2f5f286f0e8,721
146545,6957b1bdea12ac8f5f86cb1ac9a509b4819579b4828e662366141c5ad3c821c6,4001
143119,211cc99124911adffd56cd0c05587a8e039a5b5c79c3c853f19c1ede00ca59ef,1257
143193,2c3f38ddbea7d7f245561ffa35c30eb4d58248204e62178a64b69b6cd85d56b5,1353
151063,c30027c67c7b744e68422378ec5ff4005ddbd7653b3a3b0637eadca988737c28,4829
143281,7ab35704441c38453e642eaab13c445d2bdeea329a164c1a089c87ddd5a59706,1473
143367,bc64ebd04a4cc19e02e1f2657e1b798faee18ad1a139166ea2797741996e1840,1593
143468,7b31bcce6a3037bb6fbff0dac2c240756d3e53eb388d909d98eb22ef59852987,1725
143571,6178ac8065cad5f85016ccf3308eaa77cc25e403bef3b848d26d6b0f1d481b0a,1861
143630,c2f586ee50c4bd6870cd9b1aec4a749eaf1ffae28536201d13f72e8f9008184c,1933
143672,48faae311de7180f9bf54b8306f004c97ea23ecba8c2680be788324f68ce9557,1993
143688,0b4b6dc0e2df553bb893dc2d58fc111c4c71364c2ca08f039f42f48885c67a23,2017
143717,9a6ef93b4b22c0a0c1aab0c90a3b06a37122b867496815d5eb037459a3583915,2061
143724,0b3b98a996e2219a8824a421871731222b55fc8261d51c6ccc0cd80325c285d2,2069
143730,4161b7db98abf1db32cb327153d7769e82d406e5d644dc3e8d13ffe631b57c52,2077
143735,52386408f1bb0f855f036eab4ec2842be638b23fe8372c31eac6f09cfddbe978,2085
143738,332f1466fbab6bfc81780ed3daf433483811aad877c7a9d433387b506aefc066,2089
146976,453aa5093e9f2f90eab194a2a8d7c21cb7e52d2cb36b781ec9fe6ab08bb79644,765
142733,2cce64e3a23aab1531fdf11737ea7b11e8c9d6051833a9864b95df87ba6e1561,733
142735,57b7a1af35f121a602705812f0115af4ab790322dac965ffcca9fea52ed8efc0,737
142737,e0bbdc3715a11a775fcedba6b046ac6dfcef55da21cd33680c5003e3bf2561b0,741
142739,069ab042f72fcbbdb7f1a1aa6af240c33db49a5d43332aae388df3f086cf0224,745
168750,705f56fce83ec3984ee60e7f4723cabc105980b5cf8368bc2d336fc3f3c6c5b1,7286
142741,ab377a25eb86d1aa37ad67b5284b0796694fd5733edeb846c0242730d2db325b,749
142743,9c1f8bf3d5ca2ed1c6fcb91d846cb0bc3d7bcceb9ff6ee3185148e21c5e78e36,753
142746,e35d8a8a0d5e846d7a057b576eced335f241798bbcdb7bd3e0f1e740481379cd,757
142749,c47280b83996e857a47cbb1639bacb89307aab8903b1694c2341ae791be778fa,761
